id,type,title,source.database,source.author,source.author_id,source.poem_id,source.collected,source.processed,content.full_text,content.poem_lines,content.line_count,content.char_count,metadata.persona,metadata.time_period,metadata.place,metadata.poem_type,metadata.poem_type_detail,metadata.rhyme_category,metadata.has_allusions,metadata.allusion_count,metadata.has_annotations,metadata.annotation_count,metadata.language,metadata.formality,metadata.content_category
dufu_31374,poem,得家書,CNKGraph.Writings.xml,杜甫,17270,31374,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739552,"Title: 得家書

Poem:
去憑遊客寄，
來爲附家書。
今日知消息，
他鄉且舊居。
熊兒幸無恙，
驥子最憐渠。
臨老羈孤極，
傷時會合疎。
二毛趨帳殿，
一命侍鸞輿。
北闕妖氛滿，
西郊白露初。
涼風新過雁，
秋雨欲生魚。
農事空山裏，
眷言終荷鋤。

Creation Information:
Date: 757年
Place: CN610322

Literary Characteristics:
Type: 排律
Rhyme: 鱼

Annotations:
  - 一作休汝騎
  - 宗文小名
  - 一作終篇言
","['去憑遊客寄，', '來爲附家書。', '今日知消息，', '他鄉且舊居。', '熊兒幸無恙，', '驥子最憐渠。', '臨老羈孤極，', '傷時會合疎。', '二毛趨帳殿，', '一命侍鸞輿。', '北闕妖氛滿，', '西郊白露初。', '涼風新過雁，', '秋雨欲生魚。', '農事空山裏，', '眷言終荷鋤。']",16,96,Du Fu (杜甫),757年,CN610322,排律,WuPai,鱼,False,0,True,3,Classical Chinese,Formal,poetry
dufu_31325,poem,奉送郭中丞兼太僕卿充隴右節度使三十韻,CNKGraph.Writings.xml,杜甫,17270,31325,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739559,"Title: 奉送郭中丞兼太僕卿充隴右節度使三十韻

Poem:
詔發西山將，
秋屯隴右兵。
淒涼餘部曲，
燀赫舊家聲。
鵰鶚乘時去，
驊騮顧主鳴。
艱難須上策，
容易即前程。
斜日當軒蓋，
高風卷斾旌。
松悲天水冷，
沙亂雪山清。
和虜猶懷惠，
防邊不敢驚。
古來於異域，
鎮靜示專征。
燕薊奔封豕，
周秦觸駭鯨。
中原何慘黷，
餘孽尚縱橫。
箭入昭陽殿，
笳吟細柳營。
內人紅袖泣，
王子白衣行。
宸極祅星動，
園陵殺氣平。
空餘金椀出，
無復繐帷輕。
毀廟天飛雨，
焚宮火徹明。
罘罳朝共落，
棆桷夜同傾。
三月師逾整，
羣胡勢就烹。
瘡痍親接戰，
勇決冠垂成。
妙譽期元宰，
殊恩且列卿。
幾時迴節鉞，
戮力埽欃槍。
圭竇三千士，
雲梯七十城。
恥非齊說客，
祗似魯諸生。
通籍微班忝，
周行獨坐榮。
隨肩趨漏刻，
短髮寄簪纓。
徑欲依劉表，
還疑厭禰衡。
漸衰那此別，
忍淚獨含情。
廢邑狐貍語，
空邨虎豹爭。
人頻墜塗炭，
公豈忘精誠。
元帥調新律，
前軍壓舊京。
安邊仍扈從，
莫作後功名。

Creation Information:
Date: 757年
Place: CN610322

Literary Characteristics:
Type: 排律
Rhyme: 庚

Allusions:
  - 欃槍
  - 獨坐
  - 驊騮
  - 細柳營
  - 金椀
  - 齊說客
  - 厭禰衡
  - 祅星
  - 依劉表

Annotations:
  - 郭英乂。
  - 一作山西
  - 一作營
  - 一作烜
  - 英乂父知運都督隴右，威震西陲
  ... and 23 more
","['詔發西山將，', '秋屯隴右兵。', '淒涼餘部曲，', '燀赫舊家聲。', '鵰鶚乘時去，', '驊騮顧主鳴。', '艱難須上策，', '容易即前程。', '斜日當軒蓋，', '高風卷斾旌。', '松悲天水冷，', '沙亂雪山清。', '和虜猶懷惠，', '防邊不敢驚。', '古來於異域，', '鎮靜示專征。', '燕薊奔封豕，', '周秦觸駭鯨。', '中原何慘黷，', '餘孽尚縱橫。', '箭入昭陽殿，', '笳吟細柳營。', '內人紅袖泣，', '王子白衣行。', '宸極祅星動，', '園陵殺氣平。', '空餘金椀出，', '無復繐帷輕。', '毀廟天飛雨，', '焚宮火徹明。', '罘罳朝共落，', '棆桷夜同傾。', '三月師逾整，', '羣胡勢就烹。', '瘡痍親接戰，', '勇決冠垂成。', '妙譽期元宰，', '殊恩且列卿。', '幾時迴節鉞，', '戮力埽欃槍。', '圭竇三千士，', '雲梯七十城。', '恥非齊說客，', '祗似魯諸生。', '通籍微班忝，', '周行獨坐榮。', '隨肩趨漏刻，', '短髮寄簪纓。', '徑欲依劉表，', '還疑厭禰衡。', '漸衰那此別，', '忍淚獨含情。', '廢邑狐貍語，', '空邨虎豹爭。', '人頻墜塗炭，', '公豈忘精誠。', '元帥調新律，', '前軍壓舊京。', '安邊仍扈從，', '莫作後功名。']",60,360,Du Fu (杜甫),757年,CN610322,排律,WuPai,庚,True,9,True,28,Classical Chinese,Formal,poetry
dufu_31344,poem,送楊六判官使西蕃,CNKGraph.Writings.xml,杜甫,17270,31344,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739564,"Title: 送楊六判官使西蕃

Poem:
送遠秋風落，
西征海氣寒。
帝京氛祲滿，
人世別離難。
絕域遙懷怒，
和親願結歡。
敕書憐贊普，
兵甲望長安。
宣命前程急，
惟良待士寬。
子雲清自守，
今日起爲官。
垂淚方投筆，
傷時即據鞍。
儒衣山鳥怪，
漢節野童看。
邊酒排金醆，
夷歌捧玉盤。
草輕蕃馬健，
雪重拂廬乾。
慎爾參籌畫，
從茲正羽翰。
歸來權可取，
九萬一朝摶。

Creation Information:
Date: 757年
Place: CN610322

Literary Characteristics:
Type: 排律
Rhyme: 寒

Allusions:
  - 九萬扶搖
  - 投筆
  - 據鞍
  - 子雲

Annotations:
  - 一作令
  - 一作盌
  - 一作肥
","['送遠秋風落，', '西征海氣寒。', '帝京氛祲滿，', '人世別離難。', '絕域遙懷怒，', '和親願結歡。', '敕書憐贊普，', '兵甲望長安。', '宣命前程急，', '惟良待士寬。', '子雲清自守，', '今日起爲官。', '垂淚方投筆，', '傷時即據鞍。', '儒衣山鳥怪，', '漢節野童看。', '邊酒排金醆，', '夷歌捧玉盤。', '草輕蕃馬健，', '雪重拂廬乾。', '慎爾參籌畫，', '從茲正羽翰。', '歸來權可取，', '九萬一朝摶。']",24,144,Du Fu (杜甫),757年,CN610322,排律,WuPai,寒,True,4,True,3,Classical Chinese,Formal,poetry
dufu_31307,poem,行次昭陵,CNKGraph.Writings.xml,杜甫,17270,31307,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739569,"Title: 行次昭陵

Poem:
舊俗疲庸主，
羣雄問獨夫。
讖歸龍鳳質，
威定虎狼都。
天屬尊堯典，
神功協禹謨。
風雲隨絕足，
日月繼高衢。
文物多師古，
朝廷半老儒。
直詞寧戮辱，
賢路不崎嶇。
往者災猶降，
蒼生喘未蘇。
指麾安率土，
盪滌撫洪爐。
壯士悲陵邑，
幽人拜鼎湖。
玉衣晨自舉，
鐵馬汗常趨。
松柏瞻虛殿，
塵沙立暝途。
寂寥開國日，
流恨滿山隅。

Creation Information:
Date: 750年
Place: CN610425

Literary Characteristics:
Type: 排律
Rhyme: 虞

Allusions:
  - 鼎湖
  - 洪爐
  - 虎狼都
  - 絕足
  - 玉衣自舉

Annotations:
  - 唐太宗昭陵在醴泉縣九嵕山西北，時甫詔許之鄜州視家，道里所經。
  - 唐高祖諡神堯，以其傳位如讓禪也
  - 一作逸
  - 一作享
  - 一作石
  ... and 3 more
","['舊俗疲庸主，', '羣雄問獨夫。', '讖歸龍鳳質，', '威定虎狼都。', '天屬尊堯典，', '神功協禹謨。', '風雲隨絕足，', '日月繼高衢。', '文物多師古，', '朝廷半老儒。', '直詞寧戮辱，', '賢路不崎嶇。', '往者災猶降，', '蒼生喘未蘇。', '指麾安率土，', '盪滌撫洪爐。', '壯士悲陵邑，', '幽人拜鼎湖。', '玉衣晨自舉，', '鐵馬汗常趨。', '松柏瞻虛殿，', '塵沙立暝途。', '寂寥開國日，', '流恨滿山隅。']",24,144,Du Fu (杜甫),750年,CN610425,排律,WuPai,虞,True,5,True,8,Classical Chinese,Formal,poetry
dufu_31350,poem,重經昭陵,CNKGraph.Writings.xml,杜甫,17270,31350,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739573,"Title: 重經昭陵

Poem:
草昧英雄起，
謳歌曆數歸。
風塵三尺劒，
社稷一戎衣。
翼亮貞文德，
丕承戢武威。
聖圖天廣大，
宗祀日光輝。
陵寢盤空曲，
熊羆守翠微。
再窺松柏路，
還見五雲飛。

Creation Information:
Date: 750年
Place: CN610425

Literary Characteristics:
Type: 排律
Rhyme: 微

Allusions:
  - 一戎衣

Annotations:
  - 一作有
","['草昧英雄起，', '謳歌曆數歸。', '風塵三尺劒，', '社稷一戎衣。', '翼亮貞文德，', '丕承戢武威。', '聖圖天廣大，', '宗祀日光輝。', '陵寢盤空曲，', '熊羆守翠微。', '再窺松柏路，', '還見五雲飛。']",12,72,Du Fu (杜甫),750年,CN610425,排律,WuPai,微,True,1,True,1,Classical Chinese,Formal,poetry
dufu_31380,poem,喜聞官軍已臨賊境二十韻,CNKGraph.Writings.xml,杜甫,17270,31380,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739578,"Title: 喜聞官軍已臨賊境二十韻

Poem:
胡虜潛京縣，
官軍擁賊壕。
鼎魚猶假息，
穴蟻欲何逃。
帳殿羅玄冕，
轅門照白袍。
秦山當警蹕，
漢苑入旌旄。
路失羊腸險，
雲橫雉尾高。
五原空壁壘，
八水散風濤。
今日看天意，
遊魂貸爾曹。
乞降那更得，
尚詐莫徒勞。
元帥歸龍種，
司空握豹韜。
前軍蘇武節，
左將呂虔刀。
兵氣回飛鳥，
威聲沒巨鼇。
戈鋋開雪色，
弓矢尚秋毫。
天步艱方盡，
時和運更遭。
誰云遺毒螫，
已是沃腥臊。
睿想丹墀近，
神行羽衛牢。
花門騰絕漠，
拓羯渡臨洮。
此輩感恩至，
羸俘何足操。
鋒先衣染血，
騎突劒吹毛。
喜覺都城動，
悲憐子女號。
家家賣釵釧，
只待獻春醪。

Creation Information:
Date: 757年
Place: CN610628

Literary Characteristics:
Type: 排律
Rhyme: 豪

Allusions:
  - 蘇武節
  - 呂虔刀
  - 豹韜
  - 鼎魚
  - 穴蟻

Annotations:
  - 一作騎
  - 一作濕
  - 畢、白鹿、少陵、高陽、細柳
  - 灞、滻、涇、渭、灃、鎬、澇、潏
  - 郭子儀
  ... and 11 more
","['胡虜潛京縣，', '官軍擁賊壕。', '鼎魚猶假息，', '穴蟻欲何逃。', '帳殿羅玄冕，', '轅門照白袍。', '秦山當警蹕，', '漢苑入旌旄。', '路失羊腸險，', '雲橫雉尾高。', '五原空壁壘，', '八水散風濤。', '今日看天意，', '遊魂貸爾曹。', '乞降那更得，', '尚詐莫徒勞。', '元帥歸龍種，', '司空握豹韜。', '前軍蘇武節，', '左將呂虔刀。', '兵氣回飛鳥，', '威聲沒巨鼇。', '戈鋋開雪色，', '弓矢尚秋毫。', '天步艱方盡，', '時和運更遭。', '誰云遺毒螫，', '已是沃腥臊。', '睿想丹墀近，', '神行羽衛牢。', '花門騰絕漠，', '拓羯渡臨洮。', '此輩感恩至，', '羸俘何足操。', '鋒先衣染血，', '騎突劒吹毛。', '喜覺都城動，', '悲憐子女號。', '家家賣釵釧，', '只待獻春醪。']",40,240,Du Fu (杜甫),757年,CN610628,排律,WuPai,豪,True,5,True,16,Classical Chinese,Formal,poetry
dufu_31333,poem,鄭駙馬池臺喜遇鄭廣文同飲,CNKGraph.Writings.xml,杜甫,17270,31333,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739582,"Title: 鄭駙馬池臺喜遇鄭廣文同飲

Poem:
不謂生戎馬，
何知共酒杯。
然臍郿塢敗，
握節漢臣回。
白髮千莖雪，
丹心一寸灰。
別離經死地，
披寫忽登臺。
重對秦簫發，
俱過阮宅來。
留連春夜舞，
淚落強裴回。

Creation Information:
Date: 757年
Place: CN6101

Literary Characteristics:
Type: 排律
Rhyme: 灰

Allusions:
  - 秦簫
  - 然臍
  - 生戎馬

Annotations:
  - 一作禿
  - 一作片
  - 一作此
  - 一作巷
  - 一作醉留
  ... and 2 more
","['不謂生戎馬，', '何知共酒杯。', '然臍郿塢敗，', '握節漢臣回。', '白髮千莖雪，', '丹心一寸灰。', '別離經死地，', '披寫忽登臺。', '重對秦簫發，', '俱過阮宅來。', '留連春夜舞，', '淚落強裴回。']",12,72,Du Fu (杜甫),757年,CN6101,排律,WuPai,灰,True,3,True,7,Classical Chinese,Formal,poetry
dufu_31342,poem,送許八拾遺歸江寧覲省甫昔時嘗客遊此縣於許生處乞瓦棺寺維摩圖樣志諸篇末,CNKGraph.Writings.xml,杜甫,17270,31342,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739586,"Title: 送許八拾遺歸江寧覲省甫昔時嘗客遊此縣於許生處乞瓦棺寺維摩圖樣志諸篇末

Poem:
詔許辭中禁，
慈顏赴北堂。
聖朝新孝理，
祖席倍輝光。
內帛擎偏重，
宮衣著更香。
淮陰清夜驛，
京口渡江航。
春隔雞人晝，
秋期燕子涼。
賜書誇父老，
壽酒樂城隍。
看畫曾飢渴，
追蹤恨淼茫。
虎頭金粟影，
神妙獨難忘。

Creation Information:
Date: 758年
Place: CN6101

Literary Characteristics:
Type: 排律
Rhyme: 阳

Allusions:
  - 北堂

Annotations:
  - 一作天語
  - 一作家榮
  - 一作拜
  - 一作行子
  - 一作恩
  ... and 4 more
","['詔許辭中禁，', '慈顏赴北堂。', '聖朝新孝理，', '祖席倍輝光。', '內帛擎偏重，', '宮衣著更香。', '淮陰清夜驛，', '京口渡江航。', '春隔雞人晝，', '秋期燕子涼。', '賜書誇父老，', '壽酒樂城隍。', '看畫曾飢渴，', '追蹤恨淼茫。', '虎頭金粟影，', '神妙獨難忘。']",16,96,Du Fu (杜甫),758年,CN6101,排律,WuPai,阳,True,1,True,9,Classical Chinese,Formal,poetry
dufu_31720,poem,秦州見敕目薛三璩授司議郎畢四曜除監察與二子有故遠喜遷官兼述索居凡三十韻,CNKGraph.Writings.xml,杜甫,17270,31720,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739594,"Title: 秦州見敕目薛三璩授司議郎畢四曜除監察與二子有故遠喜遷官兼述索居凡三十韻

Poem:
大雅何寥闊，
斯人尚典刑。
交期余潦倒，
材力爾精靈。
二子聲同日，
諸生困一經。
文章開穾奧，
遷擢潤朝廷。
舊好何由展，
新詩更憶聽。
別來頭幷白，
相見眼終青。
伊昔貧皆甚，
同憂心不寧。
栖遑分半菽，
浩蕩逐流萍。
俗態猶猜忌，
妖氛忽杳冥。
獨慙投漢閣，
俱議哭秦庭。
遠蜀祗無補，
囚梁亦固扃。
華夷相混合，
宇宙一羶腥。
帝力收三統，
天威總四溟。
舊都俄望幸，
清廟肅惟馨。
雜種雖高壘，
長驅甚建瓴。
焚香淑景殿，
漲水望雲亭。
法駕初還日，
羣公若會星。
宮臣仍點染，
柱史正零丁。
官忝趨棲鳳，
朝回歎聚螢。
喚人看腰褭，
不嫁惜娉婷。
掘劒知埋獄，
提刀見發硎。
侏儒應共飽，
漁父忌偏醒。
旅泊窮清渭，
長吟望濁涇。
羽書還似急，
烽火未全停。
師老資殘寇，
戎生及近坰。
忠臣辭憤激，
烈士涕飄零。
上將盈邊鄙，
元勳溢鼎銘。
仰思調玉燭，
誰定握青萍。
隴俗輕鸚鵡，
原情類鶺鴒。
秋風動關塞，
高臥想儀形。

Creation Information:
Date: 759年
Place: CN6205

Literary Characteristics:
Type: 排律
Rhyme: 青

Allusions:
  - 俗眼白
  - 哭秦庭
  - 一旦為龍
  - 大夫醒
  - 發硎
  - 鶺鴒
  - 建瓴
  - 囚梁
  - 青萍
  - 子雲投閣
  - 玉燭
  - 一囊貧

Annotations:
  - 一作除
  - 一作據
  - 一作廓
  - 一作陞
  - 一作窔
  ... and 12 more
","['大雅何寥闊，', '斯人尚典刑。', '交期余潦倒，', '材力爾精靈。', '二子聲同日，', '諸生困一經。', '文章開穾奧，', '遷擢潤朝廷。', '舊好何由展，', '新詩更憶聽。', '別來頭幷白，', '相見眼終青。', '伊昔貧皆甚，', '同憂心不寧。', '栖遑分半菽，', '浩蕩逐流萍。', '俗態猶猜忌，', '妖氛忽杳冥。', '獨慙投漢閣，', '俱議哭秦庭。', '遠蜀祗無補，', '囚梁亦固扃。', '華夷相混合，', '宇宙一羶腥。', '帝力收三統，', '天威總四溟。', '舊都俄望幸，', '清廟肅惟馨。', '雜種雖高壘，', '長驅甚建瓴。', '焚香淑景殿，', '漲水望雲亭。', '法駕初還日，', '羣公若會星。', '宮臣仍點染，', '柱史正零丁。', '官忝趨棲鳳，', '朝回歎聚螢。', '喚人看腰褭，', '不嫁惜娉婷。', '掘劒知埋獄，', '提刀見發硎。', '侏儒應共飽，', '漁父忌偏醒。', '旅泊窮清渭，', '長吟望濁涇。', '羽書還似急，', '烽火未全停。', '師老資殘寇，', '戎生及近坰。', '忠臣辭憤激，', '烈士涕飄零。', '上將盈邊鄙，', '元勳溢鼎銘。', '仰思調玉燭，', '誰定握青萍。', '隴俗輕鸚鵡，', '原情類鶺鴒。', '秋風動關塞，', '高臥想儀形。']",60,360,Du Fu (杜甫),759年,CN6205,排律,WuPai,青,True,12,True,17,Classical Chinese,Formal,poetry
dufu_31372,poem,寄彭州高三十五使君適虢州岑二十七長史參三十韻,CNKGraph.Writings.xml,杜甫,17270,31372,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739604,"Title: 寄彭州高三十五使君適虢州岑二十七長史參三十韻

Poem:
故人何寂寞，
今我獨淒涼。
老去才難盡，
秋來興甚長。
物情尤可見，
辭客未能忘。
海內知名士，
雲端各異方。
高岑殊緩步，
沈鮑得同行。
意愜關飛動，
篇終接混茫。
舉天悲富駱，
近代惜盧王。
似爾官仍貴，
前賢命可傷。
諸侯非棄擲，
半刺已翱翔。
詩好幾時見，
書成無信將。
男兒行處是，
客子鬬身強。
羈旅推賢聖，
沈綿抵咎殃。
三年猶瘧疾，
一鬼不銷亡。
隔日搜脂髓，
增寒抱雪霜。
徒然潛隙地，
有靦屢鮮妝。
何太龍鍾極，
於今出處妨。
無錢居帝里，
盡室在邊疆。
劉表雖遺恨，
龐公至死藏。
心微傍魚鳥，
肉瘦怯豺狼。
隴草蕭蕭白，
洮雲片片黃。
彭門劒閣外，
虢略鼎湖旁。
荆玉簪頭冷，
巴箋染翰光。
烏麻蒸續曬，
丹橘露應嘗。
豈異神仙宅，
俱兼山水鄉。
竹齋燒藥竈，
花嶼讀書牀。
更得清新否，
遙知對屬忙。
舊宮寧改漢，
淳俗本歸唐。
濟世宜公等，
安貧亦士常。
蚩尤終戮辱，
胡羯漫猖狂。
會待祅氛靜，
論文暫裹糧。

Creation Information:
Date: 759年
Place: CN6205

Literary Characteristics:
Type: 排律
Rhyme: 阳

Allusions:
  - 半刺
  - 沈鮑
  - 一枝色筆還郭璞
  - 蚩尤
  - 劉表焉取
  - 龐公
  - 一鬼

Annotations:
  - 一作古
  - 一作雖
  - 約
  - 照
  - 一作周
  ... and 16 more
","['故人何寂寞，', '今我獨淒涼。', '老去才難盡，', '秋來興甚長。', '物情尤可見，', '辭客未能忘。', '海內知名士，', '雲端各異方。', '高岑殊緩步，', '沈鮑得同行。', '意愜關飛動，', '篇終接混茫。', '舉天悲富駱，', '近代惜盧王。', '似爾官仍貴，', '前賢命可傷。', '諸侯非棄擲，', '半刺已翱翔。', '詩好幾時見，', '書成無信將。', '男兒行處是，', '客子鬬身強。', '羈旅推賢聖，', '沈綿抵咎殃。', '三年猶瘧疾，', '一鬼不銷亡。', '隔日搜脂髓，', '增寒抱雪霜。', '徒然潛隙地，', '有靦屢鮮妝。', '何太龍鍾極，', '於今出處妨。', '無錢居帝里，', '盡室在邊疆。', '劉表雖遺恨，', '龐公至死藏。', '心微傍魚鳥，', '肉瘦怯豺狼。', '隴草蕭蕭白，', '洮雲片片黃。', '彭門劒閣外，', '虢略鼎湖旁。', '荆玉簪頭冷，', '巴箋染翰光。', '烏麻蒸續曬，', '丹橘露應嘗。', '豈異神仙宅，', '俱兼山水鄉。', '竹齋燒藥竈，', '花嶼讀書牀。', '更得清新否，', '遙知對屬忙。', '舊宮寧改漢，', '淳俗本歸唐。', '濟世宜公等，', '安貧亦士常。', '蚩尤終戮辱，', '胡羯漫猖狂。', '會待祅氛靜，', '論文暫裹糧。']",60,360,Du Fu (杜甫),759年,CN6205,排律,WuPai,阳,True,7,True,21,Classical Chinese,Formal,poetry
dufu_31371,poem,寄岳州賈司馬六丈巴州嚴八使君兩閣老五十韻,CNKGraph.Writings.xml,杜甫,17270,31371,2025-10-04T14:31:18.538790,2025-10-04T14:32:58.739614,"Title: 寄岳州賈司馬六丈巴州嚴八使君兩閣老五十韻

Poem:
衡岳啼猨裏，
巴州鳥道邊。
故人俱不利，
謫宦兩悠然。
開闢乾坤正，
榮枯雨露偏。
長沙才子遠，
釣瀨客星懸。
憶昨趨行殿，
殷憂捧御筵。
討胡愁李廣，
奉使待張騫。
無復雲臺仗，
虛修水戰船。
蒼茫城七十，
流落劒三千。
畫角吹秦晉，
旄頭俯澗瀍。
小儒輕董卓，
有識笑苻堅。
浪作禽填海，
那將血射天。
萬方思助順，
一鼓氣無前。
陰散陳倉北，
晴熏太白巔。
亂麻屍積衛，
破竹勢臨燕。
法駕還雙闕，
王師下八川。
此時霑奉引，
佳氣拂周旋。
貔虎開金甲，
麒麟受玉鞭。
侍臣諳入仗，
廄馬解登仙。
花動朱樓雪，
城凝碧樹煙。
衣冠心慘愴，
故老淚潺湲。
哭廟悲風急，
朝正霽景鮮。
月分梁漢米，
春得水衡錢。
內蘂繁於纈，
宮莎輭勝緜。
恩榮同拜手，
出入最隨肩。
晚著華堂醉，
寒重繡被眠。
轡齊兼秉燭，
書枉滿懷牋。
每覺升元輔，
深期列大賢。
秉鈞方咫尺，
鎩翮再聊翩。
禁掖朋從改，
微班性命全。
青蒲甘受戮，
白髮竟誰憐。
弟子貧原憲，
諸生老伏虔。
師資謙未達，
鄉黨敬何先。
舊好腸堪斷，
新愁眼欲穿。
翠乾危棧竹，
紅膩小湖蓮。
賈筆論孤憤，
嚴詩賦幾篇。
定知深意苦，
莫使衆人傳。
貝錦無停織，
朱絲有斷弦。
浦鷗防碎首，
霜鶻不空拳。
地僻昏炎瘴，
山稠隘石泉。
且將棊度日，
應用酒爲年。
典郡終微眇，
治中實棄捐。
安排求傲吏，
比興展歸田。
去去才難得，
蒼蒼理又玄。
古人稱逝矣，
吾道卜終焉。
隴外飜投迹，
漁陽復控弦。
笑爲妻子累，
甘與歲時遷。
親故行稀少，
兵戈動接聯。
他鄉饒夢寐，
失侶自屯邅。
多病加淹泊，
長吟阻靜便。
如公盡雄俊，
志在必騰騫。

Creation Information:
Date: 759年
Place: CN6205

Literary Characteristics:
Type: 排律
Rhyme: 先

Allusions:
  - 傲吏
  - 貝錦
  - 張騫
  - 長沙才子
  - 稱逝矣
  - 釣瀨客星
  - 青蒲
  - 苻堅
  - 一鼓
  - 佳氣
  - 賈筆
  - 劒三千
  - 禽填海
  - 老伏虔
  - 貧原憲
  - 破竹
  - 輕董卓
  - 射天
  - 水衡錢
  - 雲臺仗

Annotations:
  - 一作別
  - 一作茫
  - 一作大
  - 一作欹
  - 一作塞
  ... and 16 more
","['衡岳啼猨裏，', '巴州鳥道邊。', '故人俱不利，', '謫宦兩悠然。', '開闢乾坤正，', '榮枯雨露偏。', '長沙才子遠，', '釣瀨客星懸。', '憶昨趨行殿，', '殷憂捧御筵。', '討胡愁李廣，', '奉使待張騫。', '無復雲臺仗，', '虛修水戰船。', '蒼茫城七十，', '流落劒三千。', '畫角吹秦晉，', '旄頭俯澗瀍。', '小儒輕董卓，', '有識笑苻堅。', '浪作禽填海，', '那將血射天。', '萬方思助順，', '一鼓氣無前。', '陰散陳倉北，', '晴熏太白巔。', '亂麻屍積衛，', '破竹勢臨燕。', '法駕還雙闕，', '王師下八川。', '此時霑奉引，', '佳氣拂周旋。', '貔虎開金甲，', '麒麟受玉鞭。', '侍臣諳入仗，', '廄馬解登仙。', '花動朱樓雪，', '城凝碧樹煙。', '衣冠心慘愴，', '故老淚潺湲。', '哭廟悲風急，', '朝正霽景鮮。', '月分梁漢米，', '春得水衡錢。', '內蘂繁於纈，', '宮莎輭勝緜。', '恩榮同拜手，', '出入最隨肩。', '晚著華堂醉，', '寒重繡被眠。', '轡齊兼秉燭，', '書枉滿懷牋。', '每覺升元輔，', '深期列大賢。', '秉鈞方咫尺，', '鎩翮再聊翩。', '禁掖朋從改，', '微班性命全。', '青蒲甘受戮，', '白髮竟誰憐。', '弟子貧原憲，', '諸生老伏虔。', '師資謙未達，', '鄉黨敬何先。', '舊好腸堪斷，', '新愁眼欲穿。', '翠乾危棧竹，', '紅膩小湖蓮。', '賈筆論孤憤，', '嚴詩賦幾篇。', '定知深意苦，', '莫使衆人傳。', '貝錦無停織，', '朱絲有斷弦。', '浦鷗防碎首，', '霜鶻不空拳。', '地僻昏炎瘴，', '山稠隘石泉。', '且將棊度日，', '應用酒爲年。', '典郡終微眇，', '治中實棄捐。', '安排求傲吏，', '比興展歸田。', '去去才難得，', '蒼蒼理又玄。', '古人稱逝矣，', '吾道卜終焉。', '隴外飜投迹，', '漁陽復控弦。', '笑爲妻子累，', '甘與歲時遷。', '親故行稀少，', '兵戈動接聯。', '他鄉饒夢寐，', '失侶自屯邅。', '多病加淹泊，', '長吟阻靜便。', '如公盡雄俊，', '志在必騰騫。']",100,600,Du Fu (杜甫),759年,CN6205,排律,WuPai,先,True,20,True,21,Classical Chinese,Formal,poetry
