chunk_id,source_document_id,chunk_type,content,char_count,metadata.persona,metadata.time_period,metadata.poem_title,metadata.poem_type,metadata.language,metadata.has_allusions,metadata.has_annotations,metadata.allusion_count,metadata.annotation_count
dufu_chunk_1562,dufu_31483,poem_content,"Poem Title: 白帝

Poem Text:
白帝城中雲出門，
白帝城下雨翻盆。
高江急峽雷霆鬬，
翠木蒼藤日月昏。
戎馬不如歸馬逸，
千家今有百家存。
哀哀寡婦誅求盡，
慟哭秋原何處村。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",152,Du Fu (杜甫),766年,白帝,律詩,Classical Chinese,False,True,,
dufu_chunk_1563,dufu_31483,annotations_context,"Poem: 白帝

Scholarly Annotations:
  一作頭
  一作若屯
  一作古
  一作長
  一作去
  一作十",69,Du Fu (杜甫),766年,白帝,律詩,Classical Chinese,,,,6.0
dufu_chunk_1564,dufu_30950,poem_content,"Poem Title: 秋興八首

Poem Text:
玉露凋傷楓樹林，
巫山巫峽氣蕭森。
江間波浪兼天湧，
塞上風雲接地陰。
叢菊兩開他日淚，
孤舟一繫故園心。
寒衣處處催刀尺，
白帝城高急暮砧。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,False,True,,
dufu_chunk_1565,dufu_30950,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作重
  時方艤舟以俟出峽",51,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1566,dufu_30951,poem_content,"Poem Title: 秋興八首

Poem Text:
夔府孤城落日斜，
每依南斗望京華。
聽猨實下三聲淚，
奉使虛隨八月查。
畫省香爐違伏枕，
山樓粉堞隱悲笳。
請看石上藤蘿月，
已暎洲前蘆荻花。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,True,True,,
dufu_chunk_1567,dufu_30951,allusions_context,"Poem: 秋興八首

Literary Allusions and References:
  八月查
  畫省
  三峽無猿",64,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,3.0,
dufu_chunk_1568,dufu_30951,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作北",40,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,1.0
dufu_chunk_1569,dufu_30952,poem_content,"Poem Title: 秋興八首

Poem Text:
千家山郭靜朝暉，
一日江樓坐翠微。
信宿漁人還汎汎，
清秋燕子故飛飛。
匡衡抗疏功名薄，
劉向傳經心事違。
同學少年多不賤，
五陵衣馬自輕肥。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,True,True,,
dufu_chunk_1570,dufu_30952,allusions_context,"Poem: 秋興八首

Literary Allusions and References:
  匡衡抗疏
  劉向傳經",60,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,2.0,
dufu_chunk_1571,dufu_30952,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作百處，一作日日",46,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,1.0
dufu_chunk_1572,dufu_30953,poem_content,"Poem Title: 秋興八首

Poem Text:
聞道長安似弈棊，
百年世事不勝悲。
王侯第宅皆新主，
文武衣冠異昔時。
直北關山金鼓振，
征西車馬羽書遲。
魚龍寂寞秋江冷，
故國平居有所思。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,False,True,,
dufu_chunk_1573,dufu_30953,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作堪
  一作騎
  一作馳
  魚龍以秋日爲夜",62,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,4.0
dufu_chunk_1574,dufu_30954,poem_content,"Poem Title: 秋興八首

Poem Text:
蓬萊宮闕對南山，
承露金莖霄漢間。
西望瑤池降王母，
東來紫氣滿函關。
雲移雉尾開宮扇，
日繞龍鱗識聖顏。
一臥滄江驚歲晚，
幾迴青瑣照朝班。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,True,True,,
dufu_chunk_1575,dufu_30954,allusions_context,"Poem: 秋興八首

Literary Allusions and References:
  東來紫氣
  金莖
  瑤池",63,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,3.0,
dufu_chunk_1576,dufu_30954,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  楊貴妃初度女道士，故唐人多以王母比之
  唐以老子爲祖，屢徵符端
  一作點",75,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,3.0
dufu_chunk_1577,dufu_30955,poem_content,"Poem Title: 秋興八首

Poem Text:
瞿唐峽口曲江頭，
萬里風煙接素秋。
花萼夾城通御氣，
芙蓉小苑入邊愁。
朱簾繡柱圍黃鶴，
錦纜牙檣起白鷗。
迴首可憐歌舞地，
秦中自古帝王州。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,False,True,,
dufu_chunk_1578,dufu_30955,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作鵠",40,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,1.0
dufu_chunk_1579,dufu_30956,poem_content,"Poem Title: 秋興八首

Poem Text:
昆明池水漢時功，
武帝旌旗在眼中。
織女機絲虛月夜，
石鯨鱗甲動秋風。
波漂菰米沈雲黑，
露冷蓮房墜粉紅。
關塞極天唯鳥道，
江湖滿地一漁翁。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,False,True,,
dufu_chunk_1580,dufu_30956,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  一作夜月",41,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,1.0
dufu_chunk_1581,dufu_30957,poem_content,"Poem Title: 秋興八首

Poem Text:
昆吾御宿自逶迤，
紫閣峰陰入渼陂。
香稻啄餘鸚鵡粒，
碧梧棲老鳳皇枝。
佳人拾翠春相問，
仙侶同舟晚更移。
綵筆昔遊干氣象，
白頭吟望苦低垂。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,True,True,,
dufu_chunk_1582,dufu_30957,allusions_context,"Poem: 秋興八首

Literary Allusions and References:
  仙侶同舟",53,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1583,dufu_30957,annotations_context,"Poem: 秋興八首

Scholarly Annotations:
  亭名，在藍田
  川名，在樊川
  一本二句倒轉
  一作紅稻，一作紅豆，一作紅飯
  一作殘
  一作曾",90,Du Fu (杜甫),766年,秋興八首,律詩,Classical Chinese,,,,6.0
dufu_chunk_1584,dufu_30810,poem_content,"Poem Title: 詠懷古跡五首

Poem Text:
支離東北風塵際，
漂泊西南天地間。
三峽樓臺淹日月，
五溪衣服共雲山。
羯胡事主終無賴，
詞客哀時且未還。
庾信平生最蕭瑟，
暮年詩賦動江關。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",156,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,False,True,,
dufu_chunk_1585,dufu_30810,annotations_context,"Poem: 詠懷古跡五首

Scholarly Annotations:
  吳若本作詠懷一章、古跡四首。
  庾信仕周，年侵二毛，時有鄉關之思，乃作《哀江南賦》",81,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1586,dufu_30811,poem_content,"Poem Title: 詠懷古跡五首

Poem Text:
搖落深知宋玉悲，
風流儒雅亦吾師。
悵望千秋一灑淚，
蕭條異代不同時。
江山故宅空文藻，
雲雨荒臺豈夢思。
最是楚宮俱泯滅，
舟人指點到今疑。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",156,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,False,True,,
dufu_chunk_1587,dufu_30811,annotations_context,"Poem: 詠懷古跡五首

Scholarly Annotations:
  吳若本作詠懷一章、古跡四首。
  一作爲主",60,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1588,dufu_30812,poem_content,"Poem Title: 詠懷古跡五首

Poem Text:
羣山萬壑赴荆門，
生長明妃尚有村。
一去紫臺連朔漠，
獨留青塚向黃昏。
畫圖省識春風面，
環佩空歸月夜魂。
千載琵琶作胡語，
分明怨恨曲中論。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",156,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1589,dufu_30812,allusions_context,"Poem: 詠懷古跡五首

Literary Allusions and References:
  琵琶改語",55,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1590,dufu_30812,annotations_context,"Poem: 詠懷古跡五首

Scholarly Annotations:
  吳若本作詠懷一章、古跡四首。
  一作愁",59,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1591,dufu_30813,poem_content,"Poem Title: 詠懷古跡五首

Poem Text:
蜀主窺吳幸三峽，
崩年亦在永安宮。
翠華想像空山裏，
玉殿虛無野寺中。
古廟杉松巢水鶴，
歲時伏臘走村翁。
武侯祠屋常鄰近，
一體君臣祭祀同。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",156,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,False,True,,
dufu_chunk_1592,dufu_30813,annotations_context,"Poem: 詠懷古跡五首

Scholarly Annotations:
  吳若本作詠懷一章、古跡四首。
  劉備改魚復爲永安，仍於州西置永安宮
  一作寒
  原注：殿今爲寺，廟在宮之東",95,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,,4.0
dufu_chunk_1593,dufu_30814,poem_content,"Poem Title: 詠懷古跡五首

Poem Text:
諸葛大名垂宇宙，
宗臣遺像肅清高。
三分割據紆籌策，
萬古雲霄一羽毛。
伯仲之間見伊呂，
指揮若定失蕭曹。
福移漢祚難恢復，
志決身殲軍務勞。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",156,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1594,dufu_30814,allusions_context,"Poem: 詠懷古跡五首

Literary Allusions and References:
  伯仲之間
  蕭曹",60,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,2.0,
dufu_chunk_1595,dufu_30814,annotations_context,"Poem: 詠懷古跡五首

Scholarly Annotations:
  吳若本作詠懷一章、古跡四首。
  張輔樂葛優劣論，孔明將與伊、呂爭儔，豈與樂毅爲伍
  崔浩典論云：諸葛亮不能與蕭、曹匹亞
  一作運
  一作終難",113,Du Fu (杜甫),766年,詠懷古跡五首,律詩,Classical Chinese,,,,5.0
dufu_chunk_1596,dufu_31068,poem_content,"Poem Title: 諸將五首

Poem Text:
漢朝陵墓對南山，
胡虜千秋尚入關。
昨日玉魚蒙葬地，
早時金盌出人間。
見愁汗馬西戎逼，
曾閃朱旗北斗殷。
多少材官守涇渭，
將軍且莫破愁顏。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1597,dufu_31068,allusions_context,"Poem: 諸將五首

Literary Allusions and References:
  茂陵金碗",53,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1598,dufu_31068,annotations_context,"Poem: 諸將五首

Scholarly Annotations:
  漢楚王戊太子死，天子賜玉魚一雙以斂
  盧充與崔少府女幽婚，贈充金盌，乃向時殉葬物也
  音現
  於顏切，紅色也，一作閒
  錢謙益曰：“安祿山犯闕，繼以吐蕃，焚毀不已。必有發掘陵寢之虞，故告戒諸將以守涇渭也。是春，吐蕃請和，郭子儀遣兵屯奉天。”",161,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,,5.0
dufu_chunk_1599,dufu_31069,poem_content,"Poem Title: 諸將五首

Poem Text:
韓公本意築三城，
擬絕天驕拔漢旌。
豈謂盡煩回紇馬，
翻然遠救朔方兵。
胡來不覺潼關隘，
龍起猶聞晉水清。
獨使至尊憂社稷，
諸君何以荅升平。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1600,dufu_31069,allusions_context,"Poem: 諸將五首

Literary Allusions and References:
  天驕",51,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1601,dufu_31069,annotations_context,"Poem: 諸將五首

Scholarly Annotations:
  郭子儀以孤軍起朔方，灃上之戰，克復長安。新店之戰，再收東都，皆用回紇之力
  唐高祖次龍門，代水清",86,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1602,dufu_31070,poem_content,"Poem Title: 諸將五首

Poem Text:
洛陽宮殿化爲烽，
休道秦關百二重。
滄海未全歸禹貢，
薊門何處盡堯封。
朝廷衮職雖多預，
天下軍儲不自供。
稍喜臨邊王相國，
肯銷金甲事春農。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1603,dufu_31070,allusions_context,"Poem: 諸將五首

Literary Allusions and References:
  秦關百二",53,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1604,dufu_31070,annotations_context,"Poem: 諸將五首

Scholarly Annotations:
  一作覓
  時河北幽、瀛皆安史餘孽盤據
  一作誰爭補
  廣德二年，王縉以同平章事，代李光弼都統行營，歲餘，遷河南副。元帥",99,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,,4.0
dufu_chunk_1605,dufu_31071,poem_content,"Poem Title: 諸將五首

Poem Text:
迴首扶桑銅柱標，
冥冥氛祲未全銷。
越裳翡翠無消息，
南海明珠久寂寥。
殊錫曾爲大司馬，
總戎皆插侍中貂。
炎風朔雪天王地，
只在忠臣翊聖朝。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1606,dufu_31071,allusions_context,"Poem: 諸將五首

Literary Allusions and References:
  天王",51,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1607,dufu_31071,annotations_context,"Poem: 諸將五首

Scholarly Annotations:
  一作不
  一作良
  錢謙益曰：“此深戒朝廷，不當使中官出將也。楊思勗討安南五溪，殘酷好殺，故越裳不貢，呂太一收珠南海，阻兵作亂，故南海不靖，李輔國以中官拜大司馬，所謂殊錫也。魚朝恩等以中官爲觀軍容使，所謂總戎也。炎風朔雪，皆天王之地，只當精求忠良，以翊聖朝，安得偏信一二中人，據將帥之重任，自取潰僨乎？”",191,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,,3.0
dufu_chunk_1608,dufu_31072,poem_content,"Poem Title: 諸將五首

Poem Text:
錦江春色逐人來，
巫峽清秋萬壑哀。
正憶往時嚴僕射，
共迎中使望鄉臺。
主恩前後三持節，
軍令分明數舉桮。
西蜀地形天下險，
安危須仗出羣材。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",154,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,False,True,,
dufu_chunk_1609,dufu_31072,annotations_context,"Poem: 諸將五首

Scholarly Annotations:
  嚴武一鎮東川，兩鎮劒南",48,Du Fu (杜甫),766年,諸將五首,律詩,Classical Chinese,,,,1.0
dufu_chunk_1610,dufu_30817,poem_content,"Poem Title: 夜

Poem Text:
露下天高秋水清，
空山獨夜旅魂驚。
疎燈自照孤帆宿，
新月猶懸雙杵鳴。
南菊再逢人臥病，
北書不至雁無情。
步蟾倚杖看牛斗，
銀漢遙應接鳳城。

Creation Date: 766年
Location: CN500236,西阁
Poem Type: 律詩",154,Du Fu (杜甫),766年,夜,律詩,Classical Chinese,False,True,,
dufu_chunk_1611,dufu_30817,annotations_context,"Poem: 夜

Scholarly Annotations:
  一作秋夜客舍
  一作空山
  一作氣
  一作國
  一作到
  一作簷",71,Du Fu (杜甫),766年,夜,律詩,Classical Chinese,,,,6.0
dufu_chunk_1612,dufu_30800,poem_content,"Poem Title: 返照

Poem Text:
楚王宮北正黃昏，
白帝城西過雨痕。
返照入江翻石壁，
歸雲擁樹失山村。
衰年肺病唯高枕，
絕塞愁時早閉門。
不可久留豺虎亂，
南方實有未招魂。

Creation Date: 766年
Location: CN500236,西阁
Poem Type: 律詩",155,Du Fu (杜甫),766年,返照,律詩,Classical Chinese,True,False,,
dufu_chunk_1613,dufu_30800,allusions_context,"Poem: 返照

Literary Allusions and References:
  招魂",49,Du Fu (杜甫),766年,返照,律詩,Classical Chinese,,,1.0,
dufu_chunk_1614,dufu_30530,poem_content,"Poem Title: 九日五首

Poem Text:
重陽獨酌杯中酒，
抱病起登江上臺。
竹葉於人既無分，
菊花從此不須開。
殊方日落玄猨哭，
舊國霜前白雁來。
弟妹蕭條各何往，
干戈衰謝兩相催。

Creation Date: 767年9月9日
Location: CN500236
Poem Type: 律詩",158,Du Fu (杜甫),767年9月9日,九日五首,律詩,Classical Chinese,True,True,,
dufu_chunk_1615,dufu_30530,allusions_context,"Poem: 九日五首

Literary Allusions and References:
  信霜",51,Du Fu (杜甫),767年9月9日,九日五首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1616,dufu_30530,annotations_context,"Poem: 九日五首

Scholarly Annotations:
  吳若本注：“闕一首。”趙次公以“風急天高”一首足之，云未嘗闕。
  一作少飲
  一作獨，一作豈",85,Du Fu (杜甫),767年9月9日,九日五首,律詩,Classical Chinese,,,,3.0
dufu_chunk_1617,dufu_30639,poem_content,"Poem Title: 冬至

Poem Text:
年年至日長爲客，
忽忽窮愁泥殺人。
江上形容吾獨老，
天邊風俗自相親。
杖藜雪後臨丹壑，
鳴玉朝來散紫宸。
心折此時無一寸，
路迷何處見三秦。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",155,Du Fu (杜甫),767年,冬至,律詩,Classical Chinese,True,True,,
dufu_chunk_1618,dufu_30639,allusions_context,"Poem: 冬至

Literary Allusions and References:
  鳴玉",49,Du Fu (杜甫),767年,冬至,律詩,Classical Chinese,,,1.0,
dufu_chunk_1619,dufu_30639,annotations_context,"Poem: 冬至

Scholarly Annotations:
  一作涯
  一作明主
  一作是",51,Du Fu (杜甫),767年,冬至,律詩,Classical Chinese,,,,3.0
dufu_chunk_1620,dufu_30571,poem_content,"Poem Title: 小至

Poem Text:
天時人事日相催，
冬至陽生春又來。
刺繡五紋添弱線，
吹葭六琯動浮灰。
岸容待臘將舒柳，
山意衝寒欲放梅。
雲物不殊鄉國異，
教兒且覆掌中杯。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",155,Du Fu (杜甫),767年,小至,律詩,Classical Chinese,True,True,,
dufu_chunk_1621,dufu_30571,allusions_context,"Poem: 小至

Literary Allusions and References:
  吹葭灰
  一線添長",57,Du Fu (杜甫),767年,小至,律詩,Classical Chinese,,,2.0,
dufu_chunk_1622,dufu_30571,annotations_context,"Poem: 小至

Scholarly Annotations:
  至前一日，即會要小冬日。
  一作文
  一作破",59,Du Fu (杜甫),767年,小至,律詩,Classical Chinese,,,,3.0
dufu_chunk_1623,dufu_30970,poem_content,"Poem Title: 覽物

Poem Text:
曾爲掾吏趨三輔，
憶在潼關詩興多。
巫峽忽如瞻華岳，
蜀江猶似見黃河。
舟中得病移衾枕，
洞口經春長薜蘿。
形勝有餘風土惡，
幾時回首一高歌。

Creation Date: 766年
Location: CN500236
Poem Type: 律詩",152,Du Fu (杜甫),766年,覽物,律詩,Classical Chinese,False,True,,
dufu_chunk_1624,dufu_30970,annotations_context,"Poem: 覽物

Scholarly Annotations:
  一作峽中覽物",41,Du Fu (杜甫),766年,覽物,律詩,Classical Chinese,,,,1.0
dufu_chunk_1625,dufu_30779,poem_content,"Poem Title: 即事

Poem Text:
暮春三月巫峽長，
皛皛行雲浮日光。
雷聲忽送千峰雨，
花氣渾如百和香。
黃鶯過水飜迴去，
燕子銜泥濕不妨。
飛閣卷簾圖畫里，
虛無只少對瀟湘。

Creation Date: 767年
Location: CN500236
Poem Type: 律詩",152,Du Fu (杜甫),767年,即事,律詩,Classical Chinese,False,True,,
dufu_chunk_1626,dufu_30779,annotations_context,"Poem: 即事

Scholarly Annotations:
  胡了切
  一作無",44,Du Fu (杜甫),767年,即事,律詩,Classical Chinese,,,,2.0
dufu_chunk_1627,dufu_30777,poem_content,"Poem Title: 即事

Poem Text:
天畔羣山孤草亭，
江中風浪雨冥冥。
一雙白魚不受釣，
三寸黃甘猶自青。
多病馬卿無日起，
窮途阮籍幾時醒。
未聞細柳散金甲，
腸斷秦川流濁涇。

Creation Date: 759年
Location: CN6205
Poem Type: 律詩",150,Du Fu (杜甫),759年,即事,律詩,Classical Chinese,True,True,,
dufu_chunk_1628,dufu_30777,allusions_context,"Poem: 即事

Literary Allusions and References:
  窮途
  馬卿
  營門柳",60,Du Fu (杜甫),759年,即事,律詩,Classical Chinese,,,3.0,
dufu_chunk_1629,dufu_30777,annotations_context,"Poem: 即事

Scholarly Annotations:
  一作天畔
  一作州",45,Du Fu (杜甫),759年,即事,律詩,Classical Chinese,,,,2.0
dufu_chunk_1630,dufu_30874,poem_content,"Poem Title: 舍弟觀赴藍田取妻子到江陵喜寄三首

Poem Text:
汝迎妻子達荆州，
消息真傳解我憂。
鴻雁影來連峽內，
鶺鴒飛急到沙頭。
嶢關險路今虛遠，
禹鑿寒江正穩流。
朱紱即當隨彩鷁，
青春不假報黃牛。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",169,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,True,False,,
dufu_chunk_1631,dufu_30874,allusions_context,"Poem: 舍弟觀赴藍田取妻子到江陵喜寄三首

Literary Allusions and References:
  鴻雁
  鶺鴒",68,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,,,2.0,
dufu_chunk_1632,dufu_30875,poem_content,"Poem Title: 舍弟觀赴藍田取妻子到江陵喜寄三首

Poem Text:
馬度秦關雪正深，
北來肌骨苦寒侵。
他鄉就我生春色，
故國移居見客心。
賸欲提攜如意舞，
喜多行坐白頭吟。
巡檐索共梅花笑，
冷蘂疎枝半不禁。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",169,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,True,True,,
dufu_chunk_1633,dufu_30875,allusions_context,"Poem: 舍弟觀赴藍田取妻子到江陵喜寄三首

Literary Allusions and References:
  如意舞",64,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1634,dufu_30875,annotations_context,"Poem: 舍弟觀赴藍田取妻子到江陵喜寄三首

Scholarly Annotations:
  一作瘦
  一作山
  一作歡劇
  一作近
  一作落",77,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,,,,5.0
dufu_chunk_1635,dufu_30876,poem_content,"Poem Title: 舍弟觀赴藍田取妻子到江陵喜寄三首

Poem Text:
庾信羅含俱有宅，
春來秋去作誰家。
短牆若在從殘草，
喬木如存可假花。
卜築應同蔣詡徑，
爲園須似邵平瓜。
比年病酒開涓滴，
弟勸兄酬何怨嗟。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",169,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,True,True,,
dufu_chunk_1636,dufu_30876,allusions_context,"Poem: 舍弟觀赴藍田取妻子到江陵喜寄三首

Literary Allusions and References:
  蔣詡徑
  邵平瓜",70,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,,,2.0,
dufu_chunk_1637,dufu_30876,annotations_context,"Poem: 舍弟觀赴藍田取妻子到江陵喜寄三首

Scholarly Annotations:
  俱在江陵
  一作因
  一作斷",65,Du Fu (杜甫),767年,舍弟觀赴藍田取妻子到江陵喜寄三首,律詩,Classical Chinese,,,,3.0
dufu_chunk_1638,dufu_30528,poem_content,"Poem Title: 七月一日題終明府水樓二首

Poem Text:
高棟曾軒已自涼，
秋風此日灑衣裳。
翛然欲下陰山雪，
不去非無漢署香。
絕壁過雲開錦繡，
疎松夾水奏笙簧。
看君宜著王喬履，
真賜還疑出尚方。

Creation Date: 767年7月1日
Location: CN500236,水楼
Poem Type: 律詩",169,Du Fu (杜甫),767年7月1日,七月一日題終明府水樓二首,律詩,Classical Chinese,True,True,,
dufu_chunk_1639,dufu_30528,allusions_context,"Poem: 七月一日題終明府水樓二首

Literary Allusions and References:
  漢署香",60,Du Fu (杜甫),767年7月1日,七月一日題終明府水樓二首,律詩,Classical Chinese,,,1.0,
dufu_chunk_1640,dufu_30528,annotations_context,"Poem: 七月一日題終明府水樓二首

Scholarly Annotations:
  一作隔
  原注：終明府，功曹也。兼攝奉節令，故有此句，佇觀奏即真也",79,Du Fu (杜甫),767年7月1日,七月一日題終明府水樓二首,律詩,Classical Chinese,,,,2.0
dufu_chunk_1641,dufu_30529,poem_content,"Poem Title: 七月一日題終明府水樓二首

Poem Text:
宓子彈琴邑宰日，
終軍棄繻英妙時。
承家節操尚不泯，
爲政風流今在茲。
可憐賓客盡傾蓋，
何處老翁來賦詩。
楚江巫峽半雲雨，
清簟疎簾看弈棊。

Creation Date: 767年7月1日
Location: CN500236,水楼
Poem Type: 律詩",169,Du Fu (杜甫),767年7月1日,七月一日題終明府水樓二首,律詩,Classical Chinese,True,False,,
dufu_chunk_1642,dufu_30529,allusions_context,"Poem: 七月一日題終明府水樓二首

Literary Allusions and References:
  傾蓋
  宓子彈琴
  巫峽
  終軍棄繻",78,Du Fu (杜甫),767年7月1日,七月一日題終明府水樓二首,律詩,Classical Chinese,,,4.0,
dufu_chunk_1643,dufu_31203,poem_content,"Poem Title: 簡吳郎司法

Poem Text:
有客乘舸自忠州，
遣騎安置瀼西頭。
古堂本買藉疎豁，
借汝遷居停宴遊。
雲石熒熒高葉曙，
風江颯颯亂帆秋。
却爲姻婭過逢地，
許坐曾軒數散愁。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",158,Du Fu (杜甫),767年,簡吳郎司法,律詩,Classical Chinese,False,True,,
dufu_chunk_1644,dufu_31203,annotations_context,"Poem: 簡吳郎司法

Scholarly Annotations:
  時甫又移居東屯，故以瀼西草堂借吳郎
  一作曉",61,Du Fu (杜甫),767年,簡吳郎司法,律詩,Classical Chinese,,,,2.0
dufu_chunk_1645,dufu_30558,poem_content,"Poem Title: 又呈吳郎

Poem Text:
堂前撲棗任西鄰，
無食無兒一婦人。
不爲困窮寧有此，
祗緣恐懼轉須親。
即防遠客雖多事，
使插疎籬却甚真。
已訴徵求貧到骨，
正思戎馬淚盈巾。

Creation Date: 767年
Location: CN500236,东屯
Poem Type: 律詩",157,Du Fu (杜甫),767年,又呈吳郎,律詩,Classical Chinese,False,True,,
dufu_chunk_1646,dufu_30558,annotations_context,"Poem: 又呈吳郎

Scholarly Annotations:
  漢王吉婦以撲東家棗實被遣
  一作知
  一作便",61,Du Fu (杜甫),767年,又呈吳郎,律詩,Classical Chinese,,,,3.0
